date,news,Predicted Sentiment,Sentiment Probability,aspect_labelling
2023-04-06,"Apollo’s ‘ProHealth’ program is backed by a predictive algorithm that captures ones health status, predicts potential health risks and individualizes every health check. | Ayurvedic Treatment at Apollo: Strategy is to attract medical tourists by offering both medicinal systems at one place, says senior executive",neutral,0.7857647,"[[], []]"
2023-04-11,"ONCG, Tata Steel, Coal India and Apollo Hospitals are among more than half of Nifty constituents that trade at steep discounts to their historical averages. Many of these stocks have price targets which suggest up to 26 per cent potential upside ahead.",neutral,0.5603267,"[[('nifty', 'stock_market', 'neutral', 0.9211986660957336), ('Apollo Hospitals', 'companies', 'neutral', 0.9419384598731995), ('Tata', 'companies', 'neutral', 0.9398688077926636), ('stocks', 'stock_market', 'neutral', 0.8697354793548584)]]"
2023-04-12,"Bajaj Finserv, Bajaj Finance, Adani Enterprises, Tata Steel and Hindalco Industries were among the biggest Nifty losers. Cipla, Kotak Mahindra Bank, Dr Reddy’s Laboratories, Infosys and Apollo Hospitals gained the most",negative,0.76601785,"[[('nifty', 'stock_market', 'negative', 0.9462326765060425), ('Tata', 'companies', 'neutral', 0.9444555640220642), ('Apollo Hospitals', 'companies', 'positive', 0.830245852470398)]]"
2023-04-13,"Apollo Hospitals has surpassed its 200-day exponential moving average along with a 150 percent jump in volumes, which reflects the underlying strength in its upward momentum.",positive,0.95702356,"[[('upward momentum', 'market_trends', 'positive', 0.9352445602416992), ('momentum', 'market_trends', 'positive', 0.9243181943893433), ('Apollo Hospitals', 'companies', 'positive', 0.9310094118118286)]]"
2023-04-21,"Top gainers on the Nifty included Reliance Industries, Nestle India, Infosys, ICICI Bank and Tata Motors, while losers included Apollo Hospitals, Adani Ports, Sun Pharma, Asian Paints and Bajaj Finance",neutral,0.7082209,"[[('nifty', 'stock_market', 'neutral', 0.6927979588508606), ('Apollo Hospitals', 'companies', 'neutral', 0.8650203943252563), ('Reliance', 'companies', 'neutral', 0.700183093547821), ('Tata', 'companies', 'neutral', 0.8956423997879028)]]"
2023-04-25,"Addressing an event to announce the launch of the new institute, Prathap C Reddy, Chairman, Apollo Hospitals Group, said genomics has made a major breakthrough in clinical healthcare because it holds the promise of new therapies that are tailored to each patient’s specific needs. | Motilal Oswal is bullish on Apollo Hospitals recommended buy rating on the stock with a target price of Rs 5580 in its research report dated April 24, 2023. | Profitability improvement in progress.",positive,0.9464547,"[[], [('bullish', 'stock_market', 'neutral', 0.45728668570518494), ('Apollo Hospitals', 'companies', 'neutral', 0.7350971102714539)], [('Apollo Hospitals', 'companies', 'positive', 0.8469276428222656)]]"
2023-04-26,"Apollo hospitals is currently obtaining only Covovax and intends to acquire more as needed, said Dr Rajesh Chawla, senior consultant, pulmonology and critical care at Indraprastha Apollo hospital. Private participation has become miniscule since last year, they said.",negative,0.51405555,"[[('Apollo Hospitals', 'companies', 'neutral', 0.9545549750328064)]]"
2023-05-02,"IndusInd Bank, HDFC Life, Eicher Motors, Apollo Hospitals and Power Grid Corp were the top Nifty gainers, while Infosys, HCL Technologies, Tech Mahindra, NTPC and TCS lost the most. The market will remain closed on April 14 on account of Ambedkar Jayanti",negative,0.56461984,"[[('nifty', 'stock_market', 'neutral', 0.7276303768157959), ('Apollo Hospitals', 'companies', 'neutral', 0.9247578382492065)]]"
2023-05-07,"Shaky hands, also known as tremors, can be caused by various factors and may or may not be indicative of an underlying health problem. Dr Vinit Suri, senior consultant, neurology, Indraprastha Apollo Hospitals, New Delhi, highlights some of the common causes.",neutral,0.67727697,"[[('Apollo Hospitals', 'companies', 'neutral', 0.9348965287208557)]]"
2023-05-11,City-based Indo National Ltd. (INL) is foraying into renewable energy sector by tying up with Apollo Hospitals Enterprises Ltd. | Shares of Indo-National Ltd jumped 14 per cent on Thursday to close at ₹365 on NSE,positive,0.9208645,"[[('shares', 'stock_market', 'positive', 0.8351761102676392)], [('Apollo Hospitals', 'companies', 'neutral', 0.9128753542900085)]]"
2023-05-19,"Cardiologist Prathap Reddy, founded Apollo Hospitals Enterprise in 1983 after he returned from the US in the 1970s.",neutral,0.930361,"[[('Apollo Hospitals', 'companies', 'neutral', 0.9267916679382324)]]"
2023-05-22,"Adani Enterprises, Adani Ports, Divis Labs, Apollo Hospitals and Tech Mahindra were among the biggest Nifty gainers, while Nestle India, Hero MotoCorp and Eicher Motors were among the stocks that lost the most",negative,0.8986257,"[[('stocks', 'stock_market', 'negative', 0.9127728343009949), ('nifty', 'stock_market', 'neutral', 0.6010767221450806), ('Apollo Hospitals', 'companies', 'neutral', 0.9185076355934143)]]"
2023-05-27,"Spread of non-communicable diseases like cancer, diabetes, and heart problems in the country is an even bigger issue than the Covid pandemic, according to Apollo Hospitals Joint Managing Director Sangita Reddy. | In an interaction with PTI on the sidelines of an event, Apollo Hospitals Joint Managing Director Sangita Reddy noted that maintaining health parameters in order is the single most important thing an individual can do to contribute to keeping the country healthy.",neutral,0.6969042,"[[('Apollo Hospitals', 'companies', 'neutral', 0.8423563241958618)], [('Apollo Hospitals', 'companies', 'negative', 0.6520164012908936)]]"
2023-05-28,"Adani Ports, IRCTC, Apollo Hospitals to Release Q4 in Final Earnings Week | A new Lancet report says back pain will affect 800 million people by 2050 globally. In India, too, back pain is a common health issue experienced by many people, says Dr Yash Gulati, senior consultant, orthopaedics, joint replacement and spine, Indraprastha Apollo Hospitals, New Delhi.",negative,0.53252465,"[[('Apollo Hospitals', 'companies', 'neutral', 0.9422125816345215)], [('Apollo Hospitals', 'companies', 'neutral', 0.9249975085258484)]]"
2023-05-30,"An increase in OI along with a price decrease indicates a build-up of short positions. Based on the OI percentage, 63 stocks, including Chambal Fertilizers, IRCTC, Apollo Hospitals Enterprises, Tata Chemicals and Coforge saw a short build-up | Apollo Hospitals on Tuesday posted a 51 per cent growth in its consolidated net profit for the fourth quarter at ₹146 crore. | Apollo Hospitals consolidated revenue from operations rose 21% to Rs 4,302 crore | Apollo Hospitals posted revenue from operations at Rs 4302.20 crore, up 21.3 per cent from Rs 3546.43 crore in the same quarter last year. | The company’s consolidated revenue from operation rose by 21.3 per cent to Rs 4,302 crore for the March quarter as compared to Rs 3,546 crore in the year-ago period | Analysts had pegged Apollo Hospitals’ net profit for the fourth quarter at Rs 198 crore. | Apollo Hospitals’ growth in the fourth-quarter is likely to be aided by a favourable base, strong seasonality and better occupancy. | Adani Ports is expected to register a 31% growth in revenues to Rs 5,028 crore with an 80% profit rise to Rs 1,842 crore in their quarter four report. However, continuing export curbs may impact underlying comparable volume growth in the company. Meanwhile, Apollo Hospitals is set to see its net pro… | Stocks that will see action on May 30, 2023, include ITC, Reliance Ind, Adani Ports, Amrutanjan, Apollo Hospitals, Coffee Day, Deccan Gold, GMDC, Banking Pharma, Suzlon, Reliance Infra, Torrent Pharma, L&T, PG Electroplast | Here are the estimates of earnings by major companies scheduled to be announced today. | Adani Ports, Apollo Hospitals, Lemon Tree Hotels Set to Release Q4 Today | Stocks to watch before going into trade today.",positive,0.8464242,"[[('quarter', 'financial_performance', 'positive', 0.9165796041488647), ('Apollo Hospitals', 'companies', 'neutral', 0.916973352432251)], [('quarter', 'financial_performance', 'positive', 0.9149346947669983), ('Apollo Hospitals', 'companies', 'positive', 0.9388990998268127)], [('quarter', 'financial_performance', 'neutral', 0.920459508895874), ('net profit', 'economic_indicators', 'positive', 0.9485355019569397), ('Apollo Hospitals', 'companies', 'positive', 0.7707585692405701)], [('quarter', 'financial_performance', 'positive', 0.6954013109207153)], [('quarter', 'financial_performance', 'positive', 0.9540086984634399), ('Apollo Hospitals', 'companies', 'positive', 0.9493393301963806)], [], [('stocks', 'stock_market', 'neutral', 0.9234159588813782), ('Apollo Hospitals', 'companies', 'neutral', 0.9301230907440186), ('Reliance', 'companies', 'neutral', 0.9531343579292297)], [('Apollo Hospitals', 'companies', 'neutral', 0.9158942103385925)], [('stocks', 'stock_market', 'neutral', 0.9387964606285095)], [('stocks', 'stock_market', 'neutral', 0.9438561201095581), ('Apollo Hospitals', 'companies', 'positive', 0.7340799570083618), ('Tata', 'companies', 'negative', 0.541160523891449)], [('quarter', 'financial_performance', 'neutral', 0.889437198638916), ('net profit', 'economic_indicators', 'neutral', 0.837877631187439), ('Apollo Hospitals', 'companies', 'neutral', 0.3683663010597229)], [('Apollo Hospitals', 'companies', 'positive', 0.9573395252227783)]]"
2023-05-31,"Yes, by the fourth quarter, we will be EBITDA neutral and I think that we are working towards that. Most of our expenditure has already been incurred and as the revenues pick up, we will be EBITDA neutral. | Apollo Hospitals Enterprise Ltd. (AHEL) reported consolidated net profit for the fourth-quarter ended March rose 50% year-on-year to ₹146 crore. | Stocks to watch on May 31, 2023: From Adani Ports to Sun Pharma, here are top stocks to watch in Wednesday’s trading session",positive,0.9138094,"[[('quarter', 'financial_performance', 'positive', 0.9546603560447693), ('net profit', 'economic_indicators', 'neutral', 0.7786192893981934), ('Apollo Hospitals', 'companies', 'neutral', 0.854012668132782)], [('stocks', 'stock_market', 'neutral', 0.9295974373817444)], [('quarter', 'financial_performance', 'neutral', 0.6474384069442749)]]"
2023-06-01,"Apollo Hospitals shares buoyed by 50% profit growth in Q4 | BSE Sensex dropped 193.70 points, or 0.31 per cent, to settle at 62,428.54, while NSE’s Nifty50 declined 46.65 points, or 0.25 per cent, to end the session at 18,487.75 for the day. | 1,000 plus offline pharmacy stores added in FY23.",negative,0.9694958,"[[('dropped', 'stock_market', 'negative', 0.9694510698318481), ('sensex', 'stock_market', 'negative', 0.9708280563354492), ('points', 'stock_market', 'negative', 0.9706451892852783)], [('shares', 'stock_market', 'positive', 0.9479740262031555), ('profit growth', 'financial_performance', 'positive', 0.9479740262031555), ('Apollo Hospitals', 'companies', 'positive', 0.9501002430915833)], []]"
2023-06-02,"In May, Apollo’s fourth-quarter revenue from healthcare services climbed 18.5% and accounted for 51% of its total revenue | Apollo Hospitals stocks hit 52-week after strong Q4 results and positive market sentiment | Apollo Hospitals shares closed at Rs 4,957.90 on Friday, up 2.89 per cent. Shares of Apollo Hospitals are trading at 58.5 times FY24E core earnings estimate and 24.4 times EV/Ebitda). | Prabhudas Lilladher is bullish on Apollo Hospitals Enterprise has recommended buy rating on the stock with a target price of Rs 5300 in its research report dated June 01, 2023. | Motilal Oswal is bullish on Apollo Hospitals recommended buy rating on the stock with a target price of Rs 5450 in its research report dated May 31, 2023. | Apollo Hospitals is looking to sell around 5-6 per cent stake in Apollo HealthCo at an expected enterprise value of $2.5-$3 billion, said a report by The Economic Times | It reported revenues of ₹6,705 crore and loss of ₹304 crore in FY23. While the offline pharmacy distribution business generated earnings before interest, tax, depreciation and amortisation (Ebitda) of ₹534 crore in FY23, growing 31% year-on-year (YoY), the digital health business has been burning ca…",positive,0.7594319,"[[('quarter', 'financial_performance', 'positive', 0.9563556909561157)], [('shares', 'stock_market', 'neutral', 0.9163271188735962), ('Apollo Hospitals', 'companies', 'neutral', 0.8880043625831604), ('shares', 'stock_market', 'neutral', 0.9527010321617126), ('Apollo Hospitals', 'companies', 'neutral', 0.9457415342330933)], [('bullish', 'stock_market', 'neutral', 0.45728668570518494), ('Apollo Hospitals', 'companies', 'neutral', 0.7350971102714539)], [], [('stake', 'stock_market', 'neutral', 0.927497386932373), ('Apollo Hospitals', 'companies', 'neutral', 0.9176458120346069)], [('bullish', 'stock_market', 'neutral', 0.7457736134529114), ('Apollo Hospitals', 'companies', 'neutral', 0.718561053276062)], [('market sentiment', 'stock_market', 'positive', 0.9371550679206848), ('stocks', 'stock_market', 'positive', 0.9061256051063538), ('Apollo Hospitals', 'companies', 'positive', 0.9092676639556885)]]"
2023-06-03,"Higher occupancy to come from a combination of increased focus on international patients, reducing reliance on institutional patients, recruitment of more doctors, and by improving the payer mix: Reddy | As many as 33 stocks in the Nifty 50 index delivered a positive return for investors in the week. With a gain of 7.7 per cent, Apollo Hospitals emerged as the top gainer in the index.",positive,0.95718867,"[[('index', 'stock_market', 'positive', 0.9465088844299316), ('stocks', 'stock_market', 'positive', 0.9133928418159485), ('nifty', 'stock_market', 'positive', 0.9479598999023438), ('index', 'stock_market', 'positive', 0.9165199995040894), ('Apollo Hospitals', 'companies', 'positive', 0.9480293393135071)], [('Reliance', 'companies', 'positive', 0.9241296052932739)]]"
